1258623881	20240820	202408	2024	2024.6301	AUS	AUSTRALIA	AUS								ESP	BARCELONA	ESP								1	051	051	05	1	3.4	2	1	2	1.36645962732919	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	20250820163000	http://www.prnewswire.com/news-releases/google-and-skylo-expand-satellite-connectivity-to-pixel-10-series-and-unveil-pixel-watch-4-the-worlds-first-smartwatch-with-2-way-satellite-emergency-messaging-302534828.html
1258624986	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			ITA	ITALY	ITA								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	Germany	GM	GM		51.5	10.5	GM	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624987	20250820	202508	2025	2025.6301	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			ITA	ITALY	ITA								0	043	043	04	1	2.8	4	1	4	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	Italy	IT	IT		42.833333	12.833333	IT	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258624988	20250820	202508	2025	2025.6301	IGOUNO	UNITED NATIONS		UNO				IGO			IGOAFRAFU	AFRICAN UNION	AFR					IGO			0	043	043	04	1	2.8	7	1	7	-1.90995907230559	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258624989	20250820	202508	2025	2025.6301	IGOUNO	UNITED NATIONS		UNO				IGO			IGOAFRAFU	AFRICAN UNION	AFR					IGO			0	043	043	04	1	2.8	1	1	1	-1.90995907230559	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258624990	20250820	202508	2025	2025.6301	IGOUNO	UNITED NATIONS		UNO				IGO			IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV		0	043	043	04	1	2.8	7	1	7	-1.90995907230559	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258624991	20250820	202508	2025	2025.6301	IGOUNO	UNITED NATIONS		UNO				IGO			IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV		0	043	043	04	1	2.8	1	1	1	-1.90995907230559	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258624992	20250820	202508	2025	2025.6301	IGOUNO	THE UN		UNO				IGO			JPN	JAPANESE	JPN								0	046	046	04	1	7.0	1	1	1	-1.90995907230559	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258624993	20250820	202508	2025	2025.6301	IGOUNO	THE UN		UNO				IGO			JPN	JAPANESE	JPN								0	046	046	04	1	7.0	1	1	1	-1.90995907230559	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258624994	20250820	202508	2025	2025.6301	IGOUNO	UNITED NATIONS		UNO				IGO			LAB	WORKER						LAB			0	010	010	01	1	0.0	8	1	8	-6.23441396508728	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250820163000	https://havanatimes.org/news/international-news-briefs-for-wednesday-august-20-2025/
1258624995	20250820	202508	2025	2025.6301	IGOUNO	UNITED NATIONS		UNO				IGO			LAB	WORKER						LAB			0	010	010	01	1	0.0	1	1	1	-6.23441396508728	3	Aitkin County, Minnesota, United States	US	USMN	MN001	46.6	-93.4169	663198	3	Aitkin County, Minnesota, United States	US	USMN		46.6	-93.4169	663198	3	Aitkin County, Minnesota, United States	US	USMN		46.6	-93.4169	663198	20250820163000	https://havanatimes.org/news/international-news-briefs-for-wednesday-august-20-2025/
1258624996	20250820	202508	2025	2025.6301	IGOUNO	UNITED NATIONS		UNO				IGO			LAB	WORKER						LAB			0	010	010	01	1	0.0	1	1	1	-6.23441396508728	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250820163000	https://havanatimes.org/news/international-news-briefs-for-wednesday-august-20-2025/
1258624997	20250820	202508	2025	2025.6301	IGOUNO	UNITED NATIONS		UNO				IGO			LAB	WORKER						LAB			1	010	010	01	1	0.0	10	1	10	-5.69105691056911	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20250820163000	https://www.democracynow.org/2025/8/20/headlines/a_record_383_humanitarian_workers_were_killed_last_year_led_by_israeli_attacks_in_gaza
1258624998	20250820	202508	2025	2025.6301	IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV		IGOUNO	UNITED NATIONS		UNO				IGO			0	042	042	04	1	1.9	7	1	7	-1.90995907230559	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258624999	20250820	202508	2025	2025.6301	IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV		IGOUNO	UNITED NATIONS		UNO				IGO			0	042	042	04	1	1.9	1	1	1	-1.90995907230559	4	Kanagawa, Fukushima, Japan	JA	JA08	33885	37.5833	139.917	-232311	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	4	Yokohama, Kanagawa, Japan	JA	JA19	34853	35.45	139.65	-248593	20250820163000	https://www.premiumtimesng.com/news/top-news/815416-nigerias-empty-booth-at-ticad9-conference-in-japan-generates-ripples.html
1258625000	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO													0	046	046	04	1	7.0	5	1	5	-4.49438202247191	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20250820163000	https://www.thetimes.com/world/europe/article/candace-owens-macron-brigitte-xgqkjt9hb
1258625001	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			DEU	GERMANY	DEU								0	043	043	04	1	2.8	2	1	2	0.39787798408489	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625002	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			DEU	GERMANY	DEU								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	France	FR	FR		46	2	FR	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625003	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			DEU	GERMANY	DEU								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	Germany	GM	GM		51.5	10.5	GM	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625004	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			DEU	GERMANY	DEU								0	043	043	04	1	2.8	4	1	4	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	Germany	GM	GM		51.5	10.5	GM	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625005	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			FRA	FRANCE	FRA								0	043	043	04	1	2.8	2	1	2	0.39787798408489	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625006	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			FRA	FRANCE	FRA								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	France	FR	FR		46	2	FR	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625007	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			FRA	FRANCE	FRA								0	043	043	04	1	2.8	4	1	4	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	France	FR	FR		46	2	FR	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625008	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			FRA	FRANCE	FRA								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	United Kingdom	UK	UK		54	-4	UK	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625009	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			GBR	BRITAIN	GBR								0	043	043	04	1	2.8	2	1	2	0.39787798408489	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625010	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			GBR	BRITAIN	GBR								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	United Kingdom	UK	UK		54	-4	UK	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625011	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			GBR	BRITAIN	GBR								0	043	043	04	1	2.8	6	1	6	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	United Kingdom	UK	UK		54	-4	UK	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625012	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			ITA	ITALY	ITA								0	043	043	04	1	2.8	2	1	2	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	Germany	GM	GM		51.5	10.5	GM	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625013	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			ITA	ITALY	ITA								0	043	043	04	1	2.8	4	1	4	0.39787798408489	1	Finland	FI	FI		64	26	FI	1	Italy	IT	IT		42.833333	12.833333	IT	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625014	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			RUS	RUSSIA	RUS								0	040	040	04	1	1.0	2	1	2	3.53982300884956	2	Alaska, United States	US	USAK		61.385	-152.268	AK	1	Russia	RS	RS		60	100	RS	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250820163000	https://dailytimes.com.pk/1356698/erdogan-backs-inclusive-peace-talks-on-ukraine-in-call-with-putin/
1258625015	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			RUS	RUSSIA	RUS								0	040	040	04	1	1.0	2	1	2	3.53982300884956	1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250820163000	https://dailytimes.com.pk/1356698/erdogan-backs-inclusive-peace-talks-on-ukraine-in-call-with-putin/
1258625016	20250820	202508	2025	2025.6301	IGOWSTNAT	NATO	WST	NAT				IGO			UKR	UKRAINE	UKR								1	195	195	19	4	-10.0	8	1	8	-3.8961038961039	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://www.the-express.com/news/world-news/180924/nato-scrambles-war-planes-russia-strikes-less-than-mile-from-border
1258625017	20250820	202508	2025	2025.6301	IND	NEW DELHI	IND																		1	010	010	01	1	0.0	4	2	4	-3.77833753148615	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Rajkot, Gujarat, India	IN	IN09	17647	22.3	70.7833	-2108747	20250820163000	http://www.bignewsnetwork.com/news/278522354/i-am-feeling-better-delhi-cm-rekha-gupta-after-attack-minister-majinder-singh-sirsa-alleges-aap-link
1258625018	20250820	202508	2025	2025.6301	IND	MUMBAI	IND																		1	040	040	04	1	1.0	3	1	3	4.73684210526316	1	Sri Lanka	CE	CE		7	81	CE	0								1	Sri Lanka	CE	CE		7	81	CE	20250820163000	https://www.thehindubusinessline.com/economy/agri-business/sri-lanka-pushes-for-more-tea-exports-to-india/article69956475.ece
1258625019	20250820	202508	2025	2025.6301	IND	COIMBATORE	IND																		0	043	043	04	1	2.8	10	1	10	1.31578947368421	4	Hosur, Tamil Nadu, India	IN	IN25	17868	12.7167	77.8167	-2097610	0								4	Hosur, Tamil Nadu, India	IN	IN25	17868	12.7167	77.8167	-2097610	20250820163000	https://www.thehindubusinessline.com/news/tn-cm-stalin-to-lead-state-delegation-to-uk-germany-later-this-month/article69956817.ece
1258625020	20250820	202508	2025	2025.6301	IND	DELHI	IND																		0	090	090	09	2	-2.0	1	1	1	0.67114093959732	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Najafgarh, Delhi, India	IN	IN07	17633	28.6125	76.9847	-2105465	20250820163000	https://www.prokerala.com/news/articles/a1665986.html
1258625021	20250820	202508	2025	2025.6301	IND	HARYANA	IND																		0	090	090	09	2	-2.0	1	1	1	0.67114093959732	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	0								4	Najafgarh, Delhi, India	IN	IN07	17633	28.6125	76.9847	-2105465	20250820163000	https://www.prokerala.com/news/articles/a1665986.html
1258625022	20250820	202508	2025	2025.6301	IND	KOLKATA	IND																		1	141	141	14	3	-6.5	2	1	2	-7.60095011876485	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20250820163000	https://www.prokerala.com/news/articles/a1666018.html
1258625023	20250820	202508	2025	2025.6301	IND	ANDHRA PRADESH	IND																		1	180	180	18	4	-9.0	10	1	5	-7.57946210268949	0								0								0								20250820163000	https://www.prokerala.com/news/articles/a1666031.html
1258625024	20250820	202508	2025	2025.6301	IND	TAMIL NADU	IND																		1	190	190	19	4	-10.0	4	1	4	-5.3742802303263	4	Dindigul, Tamil Nadu, India	IN	IN25	17877	10.35	77.95	-2094985	0								4	Dindigul, Tamil Nadu, India	IN	IN25	17877	10.35	77.95	-2094985	20250820163000	https://timesofindia.indiatimes.com/city/chennai/tamil-nadus-fight-against-drug-trafficking-insights-from-police-chief-shankar-jiwal/articleshow/123413705.cms
1258625025	20250820	202508	2025	2025.6301	IND	NAGPUR	IND								CVL	VOTER						CVL			1	120	120	12	3	-4.0	2	1	2	-5.55555555555556	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250820163000	https://timesofindia.indiatimes.com/india/icssr-pulls-up-csds-for-data-manipulation-seeks-funding-details-nagpur-nashik-police-cases-add-heat/articleshow/123414068.cms
1258625026	20250820	202508	2025	2025.6301	IND	NAGPUR	IND								CVL	VOTER						CVL			1	120	120	12	3	-4.0	4	1	4	-5.55555555555556	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20250820163000	https://timesofindia.indiatimes.com/india/icssr-pulls-up-csds-for-data-manipulation-seeks-funding-details-nagpur-nashik-police-cases-add-heat/articleshow/123414068.cms
1258625027	20250820	202508	2025	2025.6301	IND	KOLKATA	IND								CVL	MIGRANT WORKER						CVL			1	141	141	14	3	-6.5	3	1	3	-7.60095011876485	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20250820163000	https://www.prokerala.com/news/articles/a1666018.html
1258625028	20250820	202508	2025	2025.6301	IND	JAIPUR	IND								EDU	UNIVERSITY						EDU			1	043	043	04	1	2.8	6	1	6	8.97435897435897	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20250820163000	https://indiaeducationdiary.in/iihmr-startups-to-host-the-3rd-edition-of-tedxiihmru-on-august-29-2025/
1258625029	20250820	202508	2025	2025.6301	IND	NEW DELHI	IND								EDUGOV	UNIVERSITY						EDU	GOV		1	172	172	17	4	-5.0	6	1	6	-5.11182108626198	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250820163000	https://www.hindustantimes.com/india-news/jnu-bars-2-former-students-from-entering-campus-over-casteist-misogynistic-slurs-in-library-101755704511844.html
1258625030	20250820	202508	2025	2025.6301	IND	TAMIL NADU	IND								EURBUS	EUROPE	EUR					BUS			1	036	036	03	1	4.0	3	1	3	1.31578947368421	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250820163000	https://www.thehindubusinessline.com/news/tn-cm-stalin-to-lead-state-delegation-to-uk-germany-later-this-month/article69956817.ece
1258625031	20250820	202508	2025	2025.6301	IND	HIMACHAL PRADESH	IND								GOV	GOVERNMENT						GOV			1	112	112	11	3	-2.0	8	1	8	-1.03734439834025	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250820163000	http://www.calcuttanews.net/news/278522129/bjp-sold-jobs-we-shut-that-door-forever-says-himachal-cm-sukhu
1258625032	20250820	202508	2025	2025.6301	IND	GWALIOR	IND								GOVMED	MINIST OF COMMUNICATION						GOV	MED		1	090	090	09	2	-2.0	20	1	20	-3.12907963446476	0								0								0								20250820163000	https://www.prokerala.com/news/articles/a1665996.html
1258625033	20250820	202508	2025	2025.6301	IND	KOLKATA	IND								HLH	DOCTOR						HLH			1	190	190	19	4	-10.0	4	1	4	-5.15075376884422	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250820163000	https://www.dw.com/en/india-kolkata-doctor-murder-1-year-on-whats-changed/a-73703854
1258625034	20250820	202508	2025	2025.6301	IND	DELHI	IND								INDELI	WEST BENGAL	IND					ELI			0	173	173	17	4	-5.0	4	1	4	-5.68181818181818	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250820163000	https://www.thehindubusinessline.com/news/step-by-centre-towards-something-more-than-a-super-emergency-says-mamata-banerjee-condemning-the-130th-constitutional-amendment-bill/article69956732.ece
1258625035	20250820	202508	2025	2025.6301	IND	MUMBAI	IND								ISR	ISRAEL	ISR								1	141	141	14	3	-6.5	1	1	1	-1.63487738419618	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250820163000	https://indianexpress.com/article/cities/mumbai/azad-maidan-palestine-violence-protest-gaza-10201321/
1258625036	20250820	202508	2025	2025.6301	IND	MUMBAI	IND								ISR	ISRAEL	ISR								1	141	141	14	3	-6.5	1	1	1	-1.63487738419618	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250820163000	https://indianexpress.com/article/cities/mumbai/azad-maidan-palestine-violence-protest-gaza-10201321/
1258625037	20250820	202508	2025	2025.6301	IND	MUMBAI	IND								ISR	ISRAEL	ISR								1	173	173	17	4	-5.0	2	1	2	-1.63487738419618	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250820163000	https://indianexpress.com/article/cities/mumbai/azad-maidan-palestine-violence-protest-gaza-10201321/
